OutLook Express 专门 帮助 用户 处理 电子邮件 电子 新闻 事务 电子邮件 搜索 软件 电子邮件 客户端 软件 电子邮件 撰写 软件 电子邮件 服务器软件,7,False
关系 模型 中 一个二维 表 满足 以下 条件 称为 关系 一列 分量 具有 相同 数据类型 行 列 顺序 任意 表中 有子 表表 中 出现 重复 行,6,False
Access 中 用于 展示 输出 数据库 内容 数据库 对象 报表,6,False
EXCEL2010 中 符号 ^ 属于 算术 运算符 比较 运算符 文本 运算符 单元格 引用 符,4,False
汉字 国标码 汉字 处理 系统 中 使用 不能 直接 应用 计算机 中 汉字 处理 汉字输入 码 机内码 汉字 交换 码 汉字 输出 码,1,False
IP电话 Iphone 称 网络电话 TCP IP 协议 实现 一种 电话 应用,7,False
Access 说法 下列 正确 Access 任何时刻 只能 打开 运行 数据库 文件 表 报表 都 Access 数据库 对象 功能 类似 没有 本质区别 窗体 对象 报表 对象 都 实现 数据 显示 编辑 Access2010 中 定义 数据类型,6,False
Word2010 打印 预览 打印 设置 同一 窗口 中 设置,3,False
下列 Word2010 叙述 中 正确 保护 文档 用户 设定 只读 方式 打开文档 打开 多个 文档 窗口 时 每个 窗口 内 都 插入 光标 闪烁 Word 中 图片 必须 设置 浮动式 才 实现 图文混排 文档 编辑 时 设置 自动 保存 文件 时间,3,False
计算机 发展 下列 叙述 错误 第一台 真正 意义 上 电子计算机 ENIAC 计算机所 采用 主要 元器件 计算机 发展 分为 四代 ENIAC 人类 社会 推向 第三次 产业革命 ENIAC 内部 采用 二进制 运算,1,False
计算机网络 地域 划分 不 包括 局域网 校园网 广域网 城域网,7,False
以下 Word 模板 叙述 错误 模板 文件类型 dotx 模板 某种 文档 格式 样板 快速访问 工具栏 中 新建 按钮 使用 已 存在 模板 创建 新 文档 用户 需要 创建 模板,3,False
计算机 字长 取决于 宽度 控制 总线 数据总线 地址总线 通信 总线,1,False
网站 中 浏览 起始 点 特殊 网页 称为 主页,7,False
用户 不 删除 Windows 桌面上 原有 程序 图标,2,False
鼠标 指针 移 窗口 位置 上 拖曳 移动 窗口 标题栏,2,False
Excel 中 属于 算术 运算符 ^ ÷,4,False
下列 打印机 说法 中 不 正确 使用 打印机 前 必须 安装 驱动程序 所有 打印机 都 自动 安装 驱动程序 用户 控制面板 中 添加 打印机 设置 默认 打印机,2,False
PowerPoint2010 中 母版 分 讲义 母版 备注 母版 三类 幻灯片 母版,5,False
网页 设置 背景图片 背景 颜色 时 背景色 覆盖 背景图片,7,False
查询 用于 从表中 检索 数据 进行 计算 最 常用 查询 类型 选择,6,False
视图 查询 视图 一种 作用 查看 查询 对象 对应 SELECT 命令 SQL,6,False
Word 文档 另存为 Web 网页,3,False
Excel2010 工作 表中 打印 说法 错误 打印 内容 整张 工作 表 内容 打印 文件 一次性 打印 多份 不 打印 整个 工作 簿,4,False
以下 Windows 文件名 说法 中 错误 文件名 不 区分 大小写 文件名 区分 大小写 文件 没有 扩展名 文件 扩展名 修改,2,False
下列 四项 中 不是 合法 IP地址,7,False
计算机 内部 处理 汉字 信息 时 所用 汉字 代码 汉字 字形码 汉字输入 码 汉字 机内码 汉字 交换 码,1,False
Access2010 中 创建 数据库 方法 两种 一是 基于 模板 创建 二是 创建 空白 数据库,6,False
存储 标准 ASCII 字符 时 需要 Byte,1,False
